id,key_name,key_field,full_name
apt-1162,tim scott,politics,Tim Scott
apt-1163,tim timmer,trades,Tim Timmer
apt-1164,tobias jager,sports,Tobias Jäger
apt-1165,toby savin,sports,Toby Savin
apt-1166,todd apted,sports,Todd Apted
apt-1167,todd hunter,politics,Todd Hunter
apt-1168,todd sleeper,medicine,Todd Sleeper
apt-1169,tom cook,food,Tom Cook
apt-1170,tom finch,science,Tom Finch
apt-1171,tom lehrer,education,Tom Lehrer
apt-1172,tom loveless,education,Tom Loveless
apt-1173,tom screech,science,Tom Screech
apt-1174,tom terry,weather,Tom Terry
apt-1175,tom youngs,sports,Tom Youngs
apt-1176,tomasz schafernaker,weather,Tomasz Schafernaker
apt-1177,tony snow,politics,Tony Snow
apt-1178,topper shutt,weather,Topper Shutt
apt-1179,tormod frostad,sports,Tormod Frostad
apt-1180,toru takemitsu,arts,Tōru Takemitsu
apt-1181,trent franks,politics,Trent Franks
apt-1182,trina brake,trades,Trina Brake
apt-1183,troy puckett,sports,Troy Puckett
apt-1184,twining lynes,arts,Twining Lynes
apt-1185,ty long,sports,Ty Long
apt-1186,ulysses s grant,military,Ulysses S. Grant
apt-1187,unai aguirre,sports,Unai Aguirre
apt-1188,urban shocker,sports,Urban Shocker
apt-1189,usain bolt,sports,Usain Bolt
apt-1190,val castor,weather,Val Castor
apt-1191,valerio bacigalupo,sports,Valerio Bacigalupo
apt-1192,vernon byrd,science,Vernon Byrd
apt-1193,victor martinez,trades,Victor Martinez
apt-1194,victoria fairweather,science,Victoria Fairweather
apt-1195,vijay merchant,sports,Vijay Merchant
apt-1196,virginia woolf,arts,Virginia Woolf
apt-1197,vitus bering,science,Vitus Bering
apt-1198,vivien goldman,media,Vivien Goldman
apt-1199,waha thuweeka,science,Waha Thuweeka
apt-1200,walker snowden,weather,Walker Snowden
apt-1201,waller thomas burns,law,Waller Thomas Burns
apt-1202,wally funk,transport,Wally Funk
apt-1203,walter bathe,sports,Walter Bathe
apt-1204,warren breeding,science,Warren Breeding
apt-1205,warren burns,trades,Warren Burns
apt-1206,warren davidson,politics,Warren Davidson
apt-1207,warren magnuson,politics,Warren Magnuson
apt-1208,warren rudman,politics,Warren Rudman
apt-1209,washington irving,arts,Washington Irving
apt-1210,wayne gall,science,Wayne Gall
apt-1211,wayne schmuck,business,Wayne Schmuck
apt-1212,werner herzog,arts,Werner Herzog
apt-1213,werner richter,law,Werner Richter
apt-1214,wes souster,trades,Wes Souster
apt-1215,wesley rush,sports,Wesley Rush
apt-1216,will power,transport,Will Power
apt-1217,will spear,sports,Will Spear
apt-1218,william baker,crime,William Baker
apt-1219,william beaumont,medicine,William Beaumont
apt-1220,william blackstone,law,William Blackstone
apt-1221,william blake,arts,William Blake
apt-1222,william cash,politics,William Cash
apt-1223,william clark,science,William Clark
apt-1224,william cowper,medicine,William Cowper
apt-1225,william dean,crime,William Dean
apt-1226,william dement,medicine,William Dement
apt-1227,william flood,weather,William Flood
apt-1228,william frost,science,William Frost
apt-1229,william gilbert,science,William Gilbert
apt-1230,william h steele,law,William H. Steele
apt-1231,william harvey,medicine,William Harvey
apt-1232,william headline,media,William Headline
apt-1233,william hogarth,arts,William Hogarth
apt-1234,william hunter,medicine,William Hunter
apt-1235,william lawson,law,William Lawson
apt-1236,william lockhart garwood,law,William Lockhart Garwood
apt-1237,william lovell finley,science,William Lovell Finley
apt-1238,william makepeace thackeray,arts,William Makepeace Thackeray
apt-1239,william moody,trades,William Moody
apt-1240,william painter,science,William Painter
apt-1241,william s strong,law,William S. Strong
apt-1242,william schwind,weather,William Schwind
apt-1243,william shakespeare,arts,William Shakespeare
apt-1244,william strong,law,William Strong
apt-1245,william thomson,science,William Thomson
apt-1246,william wayne justice,law,William Wayne Justice
apt-1247,william wilkinson,crime,William Wilkinson
apt-1248,william wordsworth,arts,William Wordsworth
apt-1249,willie steele,sports,Willie Steele
apt-1250,willie thrower,sports,Willie Thrower
apt-1251,willy bach,law,Willy Bach
apt-1252,witmer stone,science,Witmer Stone
apt-1253,wolf blitzer,media,Wolf Blitzer
apt-1254,wolfgang amadeus mozart,arts,Wolfgang Amadeus Mozart
apt-1255,wolfgang wolf,sports,Wolfgang Wolf
apt-1256,woody allen,arts,Woody Allen
apt-1257,world b free,sports,World B. Free
apt-1258,yisrael meir kagan,religion,Yisrael Meir Kagan
apt-1259,yolande laloi,law,Yolande Laloi
apt-1260,yong jae moon,science,Yong-Jae Moon
apt-1261,yvonne katherine koch,medicine,Yvonne Katherine Koch
apt-1262,zebulon pike,military,Zebulon Pike
apt-1263,zhu ting,sports,Zhu Ting
apt-1264,zita galvin,medicine,Zita Galvin
apt-1265,zoltan ovary,medicine,Zoltan Ovary
apt-1266,alf hitchcock,law,Alf Hitchcock
apt-1267,andrew pothecary,medicine,Andrew Pothecary
apt-1268,barbara trimmer,trades,Barbara Trimmer
apt-1269,brian runge,sports,Brian Runge
apt-1270,bruno bozzetto,arts,Bruno Bozzetto
apt-1271,carlo buontempo,weather,Carlo Buontempo
apt-1272,carlos pace,sports,Carlos Pace
apt-1273,chris roach,trades,Chris Roach
apt-1274,chuck long,sports,Chuck Long
apt-1275,constantinos daskalakis,education,Constantinos Daskalakis
apt-1276,cramer j stiff,trades,Cramer J. Stiff
apt-1277,daniel harp,education,Daniel Harp
apt-1278,dickie bird,sports,Dickie Bird
apt-1279,eric gagne,sports,Éric Gagné
apt-1280,fikri sonmez,politics,Fikri Sönmez
apt-1281,george block,sports,George Block
apt-1282,goro ishiyama,sports,Gorō Ishiyama
apt-1283,haji shaukat ali lohar,politics,Haji Shaukat Ali Lohar
apt-1284,hank soar,sports,Hank Soar
apt-1285,henry levy,politics,Henry Levy
apt-1286,jad oestrike,sports,Jad Oestrike
apt-1287,james lawless,law,James Lawless
apt-1288,james smith,trades,James Smith
apt-1289,joel parrott,other,Joel Parrott
apt-1290,john carpenter,religion,John Carpenter
apt-1291,john owen jones,media,John Owen Jones
apt-1292,john strike,sports,John Strike
apt-1293,josey baker,food,Josey Baker
apt-1294,ken rush,sports,Ken Rush
apt-1295,lazarus zographos,religion,Lazarus Zographos
apt-1296,lee ballanfant,sports,Lee Ballanfant
apt-1297,marco velo,sports,Marco Velo
apt-1298,margaret chance,business,Margaret Chance
apt-1299,mark gunzinger,military,Mark Gunzinger
apt-1300,mauro del giudice,law,Mauro Del Giudice
apt-1301,meghan rae stork,medicine,Meghan Rae Stork
apt-1302,melodie reader,education,Melodie Reader
apt-1303,micheal o cleirigh,education,Mícheál Ó Cléirigh
apt-1304,mike callahan,sports,Mike Callahan
apt-1305,mollee swift,sports,Mollee Swift
apt-1306,panagiotis zographos,arts,Panagiotis Zographos
apt-1307,paul fair,sports,Paul Fair
apt-1308,paulinho boca de cantor,arts,Paulinho Boca de Cantor
apt-1309,peter short,sports,Peter Short
apt-1310,plate,sports,Plate
apt-1311,ren newcomer,trades,Ren Newcomer
apt-1312,rosalind canter,sports,Rosalind Canter
apt-1313,shane hurley,sports,Shane Hurley
apt-1314,simon gagne,sports,Simon Gagné
apt-1315,stefano disegni,arts,Stefano Disegni
apt-1316,steve slowly,sports,Steve Slowly
apt-1317,susan spicer,food,Susan Spicer
apt-1318,tennys sandgren,sports,Tennys Sandgren
apt-1319,tom spicer,food,Tom Spicer
apt-1320,tuomari nurmio,arts,Tuomari Nurmio
apt-1321,wallace morrison graves,crime,Wallace Morrison Graves Jr.
apt-1322,wolfgang stark,sports,Wolfgang Stark
apt-1323,yamamotoyama ryuta,sports,Yamamotoyama Ryūta
apt-1324,ze cantor,arts,Zé Cantor
apt-1325,zydrunas ilgauskas,sports,Žydrūnas Ilgauskas
apt-1326,grant balfour,sports,Grant Balfour
apt-1327,james outman,sports,James Outman
apt-1328,josh outman,sports,Josh Outman
apt-1329,tarik skubal,sports,Tarik Skubal
